formation,startXI,substitutes,team.id,team.name,team.logo,team.colors.player.primary,team.colors.player.number,team.colors.player.border,team.colors.goalkeeper.primary,team.colors.goalkeeper.number,team.colors.goalkeeper.border,coach.id,coach.name,coach.photo
4-2-3-1,"[{'player': {'id': 2919, 'name': 'M. Sels', 'number': 26, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 138780, 'name': 'N. Williams', 'number': 7, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 18739, 'name': 'W. Boly', 'number': 30, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 363695, 'name': 'Murillo', 'number': 5, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 2771, 'name': 'O. Aina', 'number': 34, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 22149, 'name': 'I. Sangaré', 'number': 6, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 275170, 'name': 'Danilo', 'number': 28, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 153430, 'name': 'A. Elanga', 'number': 21, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 18746, 'name': 'M. Gibbs-White', 'number': 10, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 2298, 'name': 'C. Hudson-Odoi', 'number': 14, 'pos': 'M', 'grid': '4:1'}}, {'player': {'id': 18931, 'name': 'C. Wood', 'number': 11, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 19305, 'name': 'R. Yates', 'number': 22, 'pos': 'M', 'grid': None}}, {'player': {'id': 17365, 'name': 'H. Toffolo', 'number': 15, 'pos': 'D', 'grid': None}}, {'player': {'id': 6056, 'name': 'N. Domínguez', 'number': 16, 'pos': 'M', 'grid': None}}, {'player': {'id': 138908, 'name': 'E. Anderson', 'number': 8, 'pos': 'M', 'grid': None}}, {'player': {'id': 8598, 'name': 'T. Awoniyi', 'number': 9, 'pos': 'F', 'grid': None}}, {'player': {'id': 10373, 'name': 'Carlos Miguel', 'number': 33, 'pos': 'G', 'grid': None}}, {'player': {'id': 147835, 'name': 'A. Omobamidele', 'number': 12, 'pos': 'D', 'grid': None}}, {'player': {'id': 380492, 'name': 'E. da Silva Moreira', 'number': 17, 'pos': 'F', 'grid': None}}, {'player': {'id': 141901, 'name': 'Jota Silva', 'number': 20, 'pos': 'F', 'grid': None}}]",65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,ff0000,ffffff,ff0000,fff900,0e0b0b,fff900,16,Nuno Espírito Santo,https://media.api-sports.io/football/coachs/16.png
4-2-3-1,"[{'player': {'id': 912, 'name': 'Neto', 'number': 1, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 18869, 'name': 'A. Smith', 'number': 15, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 161671, 'name': 'I. Zabarnyi', 'number': 27, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 361497, 'name': 'Dean Huijsen', 'number': 2, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 206254, 'name': 'M. Kerkez', 'number': 3, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 304853, 'name': 'A. Scott', 'number': 14, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 18872, 'name': 'L. Cook', 'number': 4, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 284797, 'name': 'D. Ouattara', 'number': 11, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 19245, 'name': 'M. Tavernier', 'number': 16, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 37161, 'name': 'L. Sinisterra', 'number': 17, 'pos': 'M', 'grid': '4:1'}}, {'player': {'id': 19281, 'name': 'A. Semenyo', 'number': 24, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 51051, 'name': 'J. Araujo', 'number': 28, 'pos': 'D', 'grid': None}}, {'player': {'id': 1125, 'name': 'R. Christie', 'number': 10, 'pos': 'M', 'grid': None}}, {'player': {'id': 792, 'name': 'J. Kluivert', 'number': 19, 'pos': 'F', 'grid': None}}, {'player': {'id': 296458, 'name': 'D. Jebbison', 'number': 21, 'pos': 'F', 'grid': None}}, {'player': {'id': 2734, 'name': 'P. Billing', 'number': 29, 'pos': 'M', 'grid': None}}, {'player': {'id': 196855, 'name': 'J. Anthony', 'number': 32, 'pos': 'F', 'grid': None}}, {'player': {'id': 31057, 'name': 'H. Traorè', 'number': 22, 'pos': 'M', 'grid': None}}, {'player': {'id': 20093, 'name': 'J. Hill', 'number': 23, 'pos': 'D', 'grid': None}}, {'player': {'id': 18860, 'name': 'M. Travers', 'number': 42, 'pos': 'G', 'grid': None}}]",35,Bournemouth,https://media.api-sports.io/football/teams/35.png,b5e6ff,326a9e,b5e6ff,f1ee3f,020300,f1ee3f,2108,Andoni Iraola,https://media.api-sports.io/football/coachs/2108.png
4-1-4-1,"[{'player': {'id': 253, 'name': 'A. Areola', 'number': 23, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 1231, 'name': 'V. Coufal', 'number': 5, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 1445, 'name': 'K. Mavropanos', 'number': 15, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 18744, 'name': 'M. Kilman', 'number': 26, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 2284, 'name': 'Emerson', 'number': 33, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 2476, 'name': 'G. Rodríguez', 'number': 24, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 19428, 'name': 'J. Bowen', 'number': 20, 'pos': 'M', 'grid': '4:4'}}, {'player': {'id': 1243, 'name': 'T. Souček', 'number': 28, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 1646, 'name': 'Lucas Paquetá', 'number': 10, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 15911, 'name': 'M. Kudus', 'number': 14, 'pos': 'M', 'grid': '4:1'}}, {'player': {'id': 18819, 'name': 'M. Antonio', 'number': 9, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 25391, 'name': 'N. Füllkrug', 'number': 11, 'pos': 'F', 'grid': None}}, {'player': {'id': 37724, 'name': 'C. Summerville', 'number': 7, 'pos': 'F', 'grid': None}}, {'player': {'id': 2938, 'name': 'J. Ward-Prowse', 'number': 8, 'pos': 'M', 'grid': None}}, {'player': {'id': 18955, 'name': 'D. Ings', 'number': 18, 'pos': 'F', 'grid': None}}, {'player': {'id': 138, 'name': 'J. Todibo', 'number': 25, 'pos': 'D', 'grid': None}}, {'player': {'id': 18813, 'name': 'A. Cresswell', 'number': 3, 'pos': 'D', 'grid': None}}, {'player': {'id': 2997, 'name': 'Ł. Fabiański', 'number': 1, 'pos': 'G', 'grid': None}}, {'player': {'id': 68466, 'name': 'A. Irving', 'number': 39, 'pos': 'M', 'grid': None}}, {'player': {'id': 18846, 'name': 'A. Wan-Bissaka', 'number': 29, 'pos': 'D', 'grid': None}}]",48,West Ham,https://media.api-sports.io/football/teams/48.png,74112e,ffffff,74112e,81e175,ffffff,81e175,1594,Lopetegui,https://media.api-sports.io/football/coachs/1594.png
4-2-3-1,"[{'player': {'id': 19599, 'name': 'E. Martínez', 'number': 23, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 19298, 'name': 'M. Cash', 'number': 2, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 19354, 'name': 'E. Konsa', 'number': 4, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 46815, 'name': 'Pau Torres', 'number': 14, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 2724, 'name': 'L. Digne', 'number': 12, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 162714, 'name': 'A. Onana', 'number': 24, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 2926, 'name': 'Y. Tielemans', 'number': 8, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 983, 'name': 'L. Bailey', 'number': 31, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 19170, 'name': 'M. Rogers', 'number': 27, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 19191, 'name': 'J. McGinn', 'number': 7, 'pos': 'M', 'grid': '4:1'}}, {'player': {'id': 19366, 'name': 'O. Watkins', 'number': 11, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 13489, 'name': 'J. Durán', 'number': 9, 'pos': 'F', 'grid': None}}, {'player': {'id': 19192, 'name': 'J. Ramsey', 'number': 41, 'pos': 'M', 'grid': None}}, {'player': {'id': 138816, 'name': 'I. Maatsen', 'number': 22, 'pos': 'D', 'grid': None}}, {'player': {'id': 138931, 'name': 'J. Philogene', 'number': 19, 'pos': 'F', 'grid': None}}, {'player': {'id': 342320, 'name': 'K. Nedeljković', 'number': 20, 'pos': 'D', 'grid': None}}, {'player': {'id': 21090, 'name': 'Diego Carlos', 'number': 3, 'pos': 'D', 'grid': None}}, {'player': {'id': 19071, 'name': 'E. Buendía', 'number': 10, 'pos': 'M', 'grid': None}}, {'player': {'id': 7029, 'name': 'J. Gauci', 'number': 18, 'pos': 'G', 'grid': None}}, {'player': {'id': 2287, 'name': 'R. Barkley', 'number': 6, 'pos': 'M', 'grid': None}}]",66,Aston Villa,https://media.api-sports.io/football/teams/66.png,ffffff,890b0b,ffffff,000000,ffffff,000000,18,Unai Emery,https://media.api-sports.io/football/coachs/18.png
4-3-3,"[{'player': {'id': 26232, 'name': 'M. Flekken', 'number': 1, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 15745, 'name': 'M. Roerslev', 'number': 30, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 19495, 'name': 'N. Collins', 'number': 22, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 19789, 'name': 'E. Pinnock', 'number': 5, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 1119, 'name': 'K. Ajer', 'number': 20, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 30407, 'name': 'C. Nørgaard', 'number': 6, 'pos': 'M', 'grid': '3:3'}}, {'player': {'id': 25073, 'name': 'V. Janelt', 'number': 27, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 47438, 'name': 'M. Jensen', 'number': 8, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 20589, 'name': 'B. Mbeumo', 'number': 19, 'pos': 'F', 'grid': '4:3'}}, {'player': {'id': 20649, 'name': 'Y. Wissa', 'number': 11, 'pos': 'F', 'grid': '4:2'}}, {'player': {'id': 178077, 'name': 'K. Schade', 'number': 7, 'pos': 'F', 'grid': '4:1'}}]","[{'player': {'id': 15908, 'name': 'M. Damsgaard', 'number': 24, 'pos': 'M', 'grid': None}}, {'player': {'id': 106725, 'name': 'K. Lewis-Potter', 'number': 23, 'pos': 'F', 'grid': None}}, {'player': {'id': 15799, 'name': 'F. Onyeka', 'number': 15, 'pos': 'M', 'grid': None}}, {'player': {'id': 153066, 'name': 'Fábio Carvalho', 'number': 14, 'pos': 'M', 'grid': None}}, {'player': {'id': 18917, 'name': 'B. Mee', 'number': 16, 'pos': 'D', 'grid': None}}, {'player': {'id': 382925, 'name': 'R. Trevitt', 'number': 28, 'pos': 'M', 'grid': None}}, {'player': {'id': 263538, 'name': 'Y. Yarmoliuk', 'number': 18, 'pos': 'M', 'grid': None}}, {'player': {'id': 61742, 'name': 'H. Valdimarsson', 'number': 12, 'pos': 'G', 'grid': None}}, {'player': {'id': 180308, 'name': 'M. Peart-Harris', 'number': 25, 'pos': 'M', 'grid': None}}]",55,Brentford,https://media.api-sports.io/football/teams/55.png,ff0000,000000,ff0000,fa00ff,ffffff,fa00ff,90,T. Frank,https://media.api-sports.io/football/coachs/90.png
3-4-2-1,"[{'player': {'id': 19088, 'name': 'D. Henderson', 'number': 1, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 126949, 'name': 'C. Richards', 'number': 26, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 2729, 'name': 'J. Andersen', 'number': 5, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 67971, 'name': 'M. Guéhi', 'number': 6, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 13736, 'name': 'D. Muñoz', 'number': 12, 'pos': 'M', 'grid': '3:4'}}, {'player': {'id': 288102, 'name': 'A. Wharton', 'number': 20, 'pos': 'M', 'grid': '3:3'}}, {'player': {'id': 18806, 'name': 'W. Hughes', 'number': 19, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 182201, 'name': 'T. Mitchell', 'number': 3, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 2601, 'name': 'D. Kamada', 'number': 18, 'pos': 'F', 'grid': '4:2'}}, {'player': {'id': 19586, 'name': 'E. Eze', 'number': 10, 'pos': 'F', 'grid': '4:1'}}, {'player': {'id': 25927, 'name': 'J. Mateta', 'number': 14, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 1135, 'name': 'O. Édouard', 'number': 22, 'pos': 'F', 'grid': None}}, {'player': {'id': 3428, 'name': 'J. Ayew', 'number': 9, 'pos': 'F', 'grid': None}}, {'player': {'id': 2490, 'name': 'J. Lerma', 'number': 8, 'pos': 'M', 'grid': None}}, {'player': {'id': 2218, 'name': 'I. Sarr', 'number': 7, 'pos': 'F', 'grid': None}}, {'player': {'id': 3339, 'name': 'C. Doucouré', 'number': 28, 'pos': 'M', 'grid': None}}, {'player': {'id': 18843, 'name': 'J. Schlupp', 'number': 15, 'pos': 'M', 'grid': None}}, {'player': {'id': 18862, 'name': 'N. Clyne', 'number': 17, 'pos': 'D', 'grid': None}}, {'player': {'id': 19143, 'name': 'S. Johnstone', 'number': 32, 'pos': 'G', 'grid': None}}, {'player': {'id': 278898, 'name': 'C. Riad', 'number': 34, 'pos': 'D', 'grid': None}}]",52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,1017da,ffffff,1017da,31e631,ffffff,31e631,1534,O. Glasner,https://media.api-sports.io/football/coachs/1534.png
4-2-3-1,"[{'player': {'id': 18959, 'name': 'Robert Sánchez', 'number': 1, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 161907, 'name': 'M. Gusto', 'number': 27, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 22094, 'name': 'W. Fofana', 'number': 29, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 152953, 'name': 'L. Colwill', 'number': 6, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 47380, 'name': 'Marc Cucurella', 'number': 3, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 116117, 'name': 'M. Caicedo', 'number': 25, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 282125, 'name': 'R. Lavia', 'number': 45, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 152982, 'name': 'C. Palmer', 'number': 20, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 5996, 'name': 'Enzo Fernández', 'number': 8, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 269, 'name': 'C. Nkunku', 'number': 18, 'pos': 'M', 'grid': '4:1'}}, {'player': {'id': 283058, 'name': 'N. Jackson', 'number': 15, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 1864, 'name': 'Pedro Neto', 'number': 19, 'pos': 'F', 'grid': None}}, {'player': {'id': 392270, 'name': 'Marc Guiu', 'number': 38, 'pos': 'F', 'grid': None}}, {'player': {'id': 148099, 'name': 'K. Dewsbury-Hall', 'number': 22, 'pos': 'M', 'grid': None}}, {'player': {'id': 336671, 'name': 'Renato Veiga', 'number': 40, 'pos': 'M', 'grid': None}}, {'player': {'id': 136723, 'name': 'N. Madueke', 'number': 11, 'pos': 'F', 'grid': None}}, {'player': {'id': 286616, 'name': 'F. Jørgensen', 'number': 12, 'pos': 'G', 'grid': None}}, {'player': {'id': 95, 'name': 'B. Badiashile', 'number': 5, 'pos': 'D', 'grid': None}}, {'player': {'id': 63577, 'name': 'M. Mudryk', 'number': 10, 'pos': 'M', 'grid': None}}, {'player': {'id': 19145, 'name': 'T. Adarabioyo', 'number': 4, 'pos': 'D', 'grid': None}}]",49,Chelsea,https://media.api-sports.io/football/teams/49.png,1532c1,ffffff,1532c1,f5ed00,050505,f5ed00,12629,E. Maresca,https://media.api-sports.io/football/coachs/12629.png
3-2-4-1,"[{'player': {'id': 617, 'name': 'Ederson', 'number': 31, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 5, 'name': 'M. Akanji', 'number': 25, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 567, 'name': 'Rúben Dias', 'number': 3, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 129033, 'name': 'J. Gvardiol', 'number': 24, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 284230, 'name': 'R. Lewis', 'number': 82, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 2291, 'name': 'M. Kovačić', 'number': 8, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 1422, 'name': 'J. Doku', 'number': 11, 'pos': 'F', 'grid': '4:4'}}, {'player': {'id': 636, 'name': 'Bernardo Silva', 'number': 20, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 629, 'name': 'K. De Bruyne', 'number': 17, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 266657, 'name': 'Savinho', 'number': 26, 'pos': 'F', 'grid': '4:1'}}, {'player': {'id': 1100, 'name': 'E. Haaland', 'number': 9, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 631, 'name': 'P. Foden', 'number': 47, 'pos': 'M', 'grid': None}}, {'player': {'id': 19187, 'name': 'J. Grealish', 'number': 10, 'pos': 'M', 'grid': None}}, {'player': {'id': 25004, 'name': 'S. Ortega', 'number': 18, 'pos': 'G', 'grid': None}}, {'player': {'id': 626, 'name': 'J. Stones', 'number': 5, 'pos': 'D', 'grid': None}}, {'player': {'id': 307123, 'name': ""N. O'Reilly"", 'number': 75, 'pos': 'M', 'grid': None}}, {'player': {'id': 18861, 'name': 'N. Aké', 'number': 6, 'pos': 'D', 'grid': None}}, {'player': {'id': 158697, 'name': 'J. McAtee', 'number': 87, 'pos': 'M', 'grid': None}}, {'player': {'id': 627, 'name': 'K. Walker', 'number': 2, 'pos': 'D', 'grid': None}}, {'player': {'id': 41621, 'name': 'Matheus Nunes', 'number': 27, 'pos': 'M', 'grid': None}}]",50,Manchester City,https://media.api-sports.io/football/teams/50.png,abd1f5,004e85,abd1f5,00cc0f,ffffff,00cc0f,4,Pep Guardiola,https://media.api-sports.io/football/coachs/4.png
4-2-3-1,"[{'player': {'id': 15870, 'name': 'M. Hermansen', 'number': 30, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 19760, 'name': 'J. Justin', 'number': 2, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 18943, 'name': 'J. Vestergaard', 'number': 23, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 8694, 'name': 'W. Faes', 'number': 3, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 158710, 'name': 'V. Kristiansen', 'number': 16, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 182, 'name': 'H. Winks', 'number': 8, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 18786, 'name': 'W. Ndidi', 'number': 6, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 303467, 'name': 'A. Fatawu', 'number': 7, 'pos': 'M', 'grid': '4:3'}}, {'player': {'id': 311334, 'name': 'F. Buonanotte', 'number': 40, 'pos': 'M', 'grid': '4:2'}}, {'player': {'id': 19004, 'name': 'B. De Cordova-Reid', 'number': 14, 'pos': 'M', 'grid': '4:1'}}, {'player': {'id': 18788, 'name': 'J. Vardy', 'number': 9, 'pos': 'F', 'grid': '5:1'}}]","[{'player': {'id': 22233, 'name': 'B. Soumaré', 'number': 24, 'pos': 'M', 'grid': None}}, {'player': {'id': 879, 'name': 'S. Mavididi', 'number': 10, 'pos': 'F', 'grid': None}}, {'player': {'id': 283290, 'name': 'K. McAteer', 'number': 35, 'pos': 'M', 'grid': None}}, {'player': {'id': 215874, 'name': 'T. Cannon', 'number': 28, 'pos': 'F', 'grid': None}}, {'player': {'id': 278118, 'name': 'B. Nelson', 'number': 26, 'pos': 'D', 'grid': None}}, {'player': {'id': 18146, 'name': 'D. Ward', 'number': 1, 'pos': 'G', 'grid': None}}, {'player': {'id': 30427, 'name': 'C. Okoli', 'number': 5, 'pos': 'D', 'grid': None}}, {'player': {'id': 18771, 'name': 'Ricardo Pereira', 'number': 21, 'pos': 'D', 'grid': None}}, {'player': {'id': 18779, 'name': 'H. Choudhury', 'number': 17, 'pos': 'M', 'grid': None}}]",46,Leicester,https://media.api-sports.io/football/teams/46.png,2424eb,ffffff,2424eb,4a4a4a,ffffff,4a4a4a,98,S. Cooper,https://media.api-sports.io/football/coachs/98.png
4-3-3,"[{'player': {'id': 31354, 'name': 'G. Vicario', 'number': 1, 'pos': 'G', 'grid': '1:1'}}, {'player': {'id': 47519, 'name': 'Pedro Porro', 'number': 23, 'pos': 'D', 'grid': '2:4'}}, {'player': {'id': 30776, 'name': 'C. Romero', 'number': 17, 'pos': 'D', 'grid': '2:3'}}, {'player': {'id': 152849, 'name': 'M. van de Ven', 'number': 37, 'pos': 'D', 'grid': '2:2'}}, {'player': {'id': 204039, 'name': 'D. Udogie', 'number': 13, 'pos': 'D', 'grid': '2:1'}}, {'player': {'id': 237129, 'name': 'P. Sarr', 'number': 29, 'pos': 'M', 'grid': '3:3'}}, {'player': {'id': 863, 'name': 'R. Bentancur', 'number': 30, 'pos': 'M', 'grid': '3:2'}}, {'player': {'id': 18784, 'name': 'J. Maddison', 'number': 10, 'pos': 'M', 'grid': '3:1'}}, {'player': {'id': 129711, 'name': 'B. Johnson', 'number': 22, 'pos': 'F', 'grid': '4:3'}}, {'player': {'id': 18883, 'name': 'D. Solanke', 'number': 19, 'pos': 'F', 'grid': '4:2'}}, {'player': {'id': 186, 'name': 'Son Heung-Min', 'number': 7, 'pos': 'F', 'grid': '4:1'}}]","[{'player': {'id': 328089, 'name': 'A. Gray', 'number': 14, 'pos': 'M', 'grid': None}}, {'player': {'id': 1166, 'name': 'T. Werner', 'number': 16, 'pos': 'F', 'grid': None}}, {'player': {'id': 347316, 'name': 'L. Bergvall', 'number': 15, 'pos': 'M', 'grid': None}}, {'player': {'id': 30435, 'name': 'D. Kulusevski', 'number': 21, 'pos': 'M', 'grid': None}}, {'player': {'id': 19235, 'name': 'D. Spence', 'number': 24, 'pos': 'D', 'grid': None}}, {'player': {'id': 2413, 'name': 'Richarlison', 'number': 9, 'pos': 'F', 'grid': None}}, {'player': {'id': 164, 'name': 'B. Davies', 'number': 33, 'pos': 'D', 'grid': None}}, {'player': {'id': 162498, 'name': 'R. Drăgușin', 'number': 6, 'pos': 'D', 'grid': None}}, {'player': {'id': 156428, 'name': 'B. Austin', 'number': 40, 'pos': 'G', 'grid': None}}]",47,Tottenham,https://media.api-sports.io/football/teams/47.png,ffffff,001e6c,ffffff,a9f3ff,131314,a9f3ff,548,A. Postecoglou,https://media.api-sports.io/football/coachs/548.png
